likes,message,numWord
368.0,mass mother sacrifice speed bump stop vehicle children inside roll traffic,19
49.0,Miley Cyra tour bu goe flame,8
295.0,friend build real life hobbit hole backyard awesome photo,14
471.0,grandma Betti Instagram eas cancer pain,7
3.0,intens college basketball game coach Bodi tonight nightly,16
88.0,pre Obama award medal honor forgotten veteran,10
16.0,news helicopt crash near space need seattle,9
177.0,grandma Betti make abc world news dian sawyer debut tonight,12
24.0,win ticket sold florida maryland,9
23.0,amal alamuddin grab attent Elia bachelor hollywood,15
5.0,break news abc news confirm rick antrum suspend president campaign watch make announce live full story,23
57.0,peculiar harmless Condit caus goat collapse stiff board start,16
22.0,file delete flight mh pilot flight simul,9
4.0,historic prosecutor tell high court wrap case ask recess,19
154.0,children malaysia make sign prayer passing flight mh via bob woodruff,17
18.0,scotland yard suspect multiple sexual assault may link Madelen McCann disappear,13
8.0,retract flight mh origin path Duala Lumpur benj,10
6.0,number new study say women bear brunt Alfheim abc world news dian sawyer take closer look tonight,22
118.0,pound Babi,3
26.0,quick think couple throw mattress cushion year old boy third story fall,11
15.0,office mental ill homeless man basic bake death jail cell associe press,15
1.0,former third grade teacher newest admit list join worst worst fugit,19
25.0,taco bell blow breakfast last review new menu,17
30.0,bull order stop victim order stop behavior caus bull elementary school middle firestorm choose latter,32
22.0,new flight mh search drastic narrow use rein satellite signal,10
19.0,former tea rapper execute record studio owner stab death,12
73.0,year old stun hear big news watch reaction,17
44.0,quickly become tea mother give birth quintuplet,11
6.0,justinbieb allegedly blame shake sobriety test florida foot,11
349.0,dancer lost part leg boston marathon bomb take stage,16
28.0,us navi command tell abc news us p aircraft near area australian pm say satellite note object interest update,31
79.0,dog convict murder autist child,9
2.0,use self checkout grocer new program know scan,18
39.0,australia amra share new satellite image unidentifi object,12
23.0,us navi command tell abc news us p aircraft near area australian pm say satellite note object interest update,31
56.0,policy pennsylvania lookout amish hors buggy suspect hit run,14
40.0,update satellite imagers find object flight mh search us p resource race find,18
49.0,excls david wright report indian ocean us p search new object water,19
39.0,australia amra share new satellite image unidentifi object,12
15.0,scientia philosoph look theory alien,13
10.0,live malaysian office hold news confer update search flight mh,13
14.0,office describe sight best lead right said four aircraft merchant ship australian navi ship head region coast australia land us p spotter land back perth search possible debris could find,57
10.0,abc news onboard p subhunt flew indian ocean earlier morn look debris spot satellite possible miss malaysian airline despite come short run plane command said today search fall hope LCDR adam Schantz say anytime go elemin particular area done good clear area concentre effort somewhere els want give family closer good today elemin area,88
1.0,south carolina voter like side winner point romney guy look like winner,25
5.0,break news Georg Zimmerman legal counsel withdrawn case cite lost contact Zimmerman,17
42.0,secure world trade center previous believe impenetr investing,20
3.0,cincinnati red closer harold chapman broke bone left eye nose hit line drive wednesday night latest frighten injury pitcher struck head bat ball,38
19.0,controversy westboro baptist church founder rev fred help die wednesday night granddaughter confirm abc news,17
29.0,policy pennsylvania lookout amish hors buggy suspect hit run,14
15.0,expect debris miss malaysia plane found,11
16.0,washington mother office inform daughter death dead,13
26.0,british satellite company said early indic miss malaysia plane may crash indian ocean early two day plane disappear,31
10.0,russia beild us sanction warn retail take long,11
4.0,two fire depart catch flak glamor crisis picture,9
17.0,twig straw volcan rock use build ark noah,11
2.0,ask springfield near might still answer ye,14
58.0,purity ball event girl pledge preserve virgin father vow protect daughter choice purity full fled nation phenomenon,31
54.0,spong soak success shark tank sale balloon million,14
5.0,end night fewer percent bracket online contest remain unblemish,17
24.0,Aneth find australia prime manist Toni abbott said owe family people less,29
12.0,year ago loud c k scow act student pose question move star inside actor studio say never get famous well wrong,30
36.0,eat food stay health,10
28.0,brain surgery tea girl gain pound never feel full,14
19.0,great nice johnny cash found stab death stuff box,13
32.0,woman feel luck get away husband accus murder first wife,14
4.0,new law enforce office justice dept like clear fbi agent file charge Fla shoot death boston bomb suspect acquaint,24
3.0,disco Aneth signific see tonight nightly,11
5.0,live expert answer flight mh question p et askworldnew,12
17.0,investing believe flight mh disappear time week ago know,16
73.0,meet america newest quintuplet,4
576.0,termin ill mental handicap zoo worker get goodby kiss giraffe,11
8.0,honolulu policy org lawmake keep law exempt allow offic sex prostitute,16
8.0,year old boy charge Wystand murder allegedly open fire new york city bu social media dispute,21
37.0,son oscar win father stephen peck trade move dream run nonprofit risk veteran,18
37.0,new york jet release mark Sanchez sign michael Vick,11
9.0,holi grail pizza box,6
7.0,pentagon us spent million search flight mh set said enough search april abc news polit,21
2.0,power magnitude earthquake strike coast indonesia tsunami watch issue,12
35.0,sheriff children found start chain floor calif house,12
83.0,man sentence prison friday put week old daughter freezer nearly hour stop CRI,19
121.0,small world little known fact below disney ride,12
28.0,video gp black box pilot turn transpond watch,20
121.0,video return soldier surprise family home plate son little league game,13
242.0,termin ill mental handicap zoo worker get goodby kiss giraffe,11
11.0,australia promise best effort resolve mystery two day search sea mile southwest perth produce evil,27
35.0,adopt health habit life,6
4.0,mercer win duke friday big upset shatter Chanc mani Particia warren buffets NCAA tournament bracket challenge vy grand prize,28
15.0,chines investing receive satellite image show object float water accord malaysian office,17
2.0,california parol board meet today determine mass murder charm Manson could consed suitable parol,20
15.0,chines govern office say satellite image object taken tuesday mile area two object previous spot,25
21.0,gay couple michigan line marri fever Judg struck state ban,18
33.0,ir million claim refund want give right owner get lost cash,22
4.0,high low march mad,7
6.0,helicopt crash seattle rotate go accord NTSB,14
4.0,russian troop surround Iarbas crimea confront appear immis,12
5.0,plenty sunscreen sale us expert say sunbath europe part latin america access least seven uv filter select skin protect,34
43.0,patient children hospita indiana diagnose stuff bear better learn treatment may undergo,18
35.0,family steward miss malaysia airline jet hold hope found safe,19
25.0,meet man perfect bracket least,11
2.0,kelp along california coast found contain radiant Materi,13
27.0,dead sever injury home destroy washington mudslide,10
40.0,azoth unidentifi object satellite imagers ad search fight mh,12
71.0,help understand treatment young patient indiana hospita help diagnose stuff bear,15
18.0,french satellite may found object relate search miss malaysia airline jet,17
20.0,technology behind search miss malaysia airline jet,11
3.0,oscar historic could take stand week,8
5.0,obamacar turn year old today got,10
21.0,person stole ident mom dad,15
7.0,hide debt collector,7
5.0,marian carey top Elvia,5
30.0,Babi born three month premature declare stillborn found alive coffin grief parent,19
37.0,unknown amount thick stick oil leak Galveston bay bare ship colloid,15
32.0,girlfriend passing malaysia airline jet write game word friend await news miss plane,26
30.0,update dead account washington landslid searcher hamper move mud,14
30.0,Eleph make run circus missouri,11
170.0,man lost leg boston marathon bomb help author identify suspect engage expect father,23
28.0,Jame reborn whose act credit include homeland indeed day die,12
35.0,update office Bodi found aftermath washington landslid death toll rise search rescue continue photo shot,20
46.0,video russian special for storm base open fire abc team refuse demand turn video,16
10.0,sheriff offic tampa bay but wide receive mike william taken tampa hospita stab thigh sunday even,22
11.0,last week comic contact plu follow twitter feed expos three girl bull friend daughter,23
24.0,collis trigger large oil spill tea coast shut major us ship lane,14
8.0,cyclone near flight mh search area,6
34.0,new malaysia airline flight mh korea divert hong kong elect power gender malfunct,16
18.0,new Xinhua state media chines aircrew report see object ocean send coordain australian command center chines icebreak correspond aircraft indian ocean said searcher saw rel big float object mani white smaller one,38
20.0,australian plane spot two object today south indian ocean search miss malaysia airline flight malaysian office said,23
12.0,train derail chicago injury least,8
50.0,break miss malaysia airline plane end south indian ocean say prime manist full story potent debris mh found,25
41.0,update malaysian prime manist new data show cinclus flight mh end southern indian ocean,18
20.0,malaysian prime manist new data show flight mh end southern indian ocean,14
18.0,video abc news special report malaysian pm flight mh end southern indian ocean,16
27.0,abc news confirm break news florida,10
26.0,deadly washington mudslide detail,5
56.0,injury train derail chicago hare airport,9
13.0,hard find report debris despite number aerial sight,12
59.0,await deliver quintuplet doctor tell boyfriend big news girlfriend never pregnant,19
89.0,survivor found weekend landslid crew hope find other alive,12
94.0,former reality court tv show Judg joe brown arrest courtroom kerfuffle tennessee,14
127.0,wit say teen abl push girlfriend track hit kill freight train,18
29.0,australian maritime author flight mh search suspend due poor weather Condit search area,17
30.0,father file restrain order year old alley bull,8
45.0,former preside jimmy carter suspect u govern SPI email abc news polit,17
8.0,worry employ potent employ ask Facebook password move maryland,15
7.0,sheriff teen couple suspect murder Fla policy offic left suicide note,13
56.0,Judg joe brown jail tennessee,6
11.0,new pre Obama propos major chang NSA bulk data collect phone record,15
13.0,latest flight mh,5
12.0,new malaysia airline ceo day acknowledge made last night reality must face accept,24
8.0,three day huge landslid destroy small common rural washington state author still firm idea mani people miss possible buri tangle mess mud tree debris full story,38
7.0,prosecute oscar historic rest,7
38.0,actor Jame reborn pen obituary die,10
116.0,year ago boy sent message bottle aslant ocean last week got email,21
